Name,Date,Ep_Count,Age_Rating,Cast,Network,Genres,Tags,Score
Are You Human Too?,2018,36,15+,"['Seo Kang Joon', 'Gong Seung Yeon', 'Lee Joon Hyuk', 'Park Hwan Hee', 'Kim Sung Ryung', 'Yoo Oh Sung']",KBS2,"['Comedy', 'Romance', 'Sci-Fi', 'Fantasy']","['Robot', 'Nice Male Lead', 'Artificial Intelligence', 'Interspecies Romance', 'Smart Male Lead', 'Identity Swap', 'Android', 'Strong Male Lead', 'Hidden Identity', 'Cheerful Male Lead', '(Vote or add tags)']",8.3
The Hymn of Death,2018,6,15+,"['Lee Jong Suk', 'Shin Hye Sun', 'Park Seon Im', 'Lee Ji Hoon', 'Han Eun Seo', 'Kim Kang Hyun']","Netflix,  SBS","['Music', 'Historical', 'Romance', 'Melodrama']","['Forbidden Love', 'Based On True Story', 'Miniseries', 'Biographical', 'Star Crossed Lovers', 'Disapproving Parent', 'Rich Male Lead', 'Arranged Marriage', 'Japanese Colonial Rule', 'Nice Male Lead', '(Vote or add tags)']",8.3
The Smile Has Left Your Eyes,2018,16,15+,"['Seo In Guk', 'Jung So Min', 'Park Sung Woong', 'Seo Eun Soo', 'Go Min Si', 'Jang Young Nam']",tvN,"['Thriller', 'Mystery', 'Romance', 'Drama']","['Antihero', 'Psychological', 'Murder', 'Tragic Past', 'Smart Male Lead', 'Investigation', 'Eccentric Male Lead', 'Cold Man/Warm Woman', 'Orphan Male Lead', 'Melodrama', '(Vote or add tags)']",8.3
Crazy Love,2022,16,15+,"['Kim Jae Wook', 'Krystal Jung', 'Ha Joon', 'Yoo In Young', 'Im Won Hee', 'Park Han Sol']",KBS2,"['Comedy', 'Romance', 'Drama']","['Enemies To Lovers', 'Boss-Employee Relationship', 'Steamy Kiss', 'Narcissistic Male Lead', 'Secretary Female Lead', 'Office Romance', 'Pretend Relationship', 'Rich Male Lead', 'Love/Hate Relationship', 'Hardworking Female Lead', '(Vote or add tags)']",8.3
When the Weather Is Fine,2020,16,15+,"['Park Min Young', 'Seo Kang Joon', 'Lee Jae Wook', 'Kim Hwan Hee', 'Moon Jung Hee', 'Im Se Mi']","jTBC,  Viki","['Romance', 'Life', 'Drama', 'Melodrama']","['Nice Male Lead', 'Kind-hearted Male Lead', 'Healing', 'Slow Burn Romance', 'Secret Crush', 'Adapted From A Novel', 'Steamy Kiss', 'Return To Hometown', 'Calm Male Lead', 'Bromance', '(Vote or add tags)']",8.3
Ugly Alert,2013,133,15+,"['Im Joo Hwan', 'Kang So Ra', 'Kang  Byul', 'Choi  Tae Joon', 'Kim Seol Hyun', 'Shin So Yool']",SBS,"['Business', 'Romance', 'Family', 'Melodrama']","['Rich Woman/Poor Man', 'Nice Male Lead', 'Strong Female Lead', 'Female Chases Male First', 'Ex-convict', 'Bromance', 'Unexpected Pregnancy', 'Steamy Kiss', 'Multiple Couples', 'Poor Male Lead', '(Vote or add tags)']",8.3
Mine,2021,16,15+,"['Lee Bo Young', 'Kim Seo Hyung', 'Ok Ja Yeon', 'Lee Hyun Wook', 'Cha Hak Yeon', 'Jung Yi Seo']","Netflix,  tvN","['Thriller', 'Mystery', 'Drama']","['Female Centered Plot', 'Rich Female Lead', 'Strong Female Lead', 'Multiple Couples', 'Family', 'Smart Female Lead', 'Hidden Identity', 'Rich Family', 'Sibling Rivalry', 'Ambitious Female Lead', '(Vote or add tags)']",8.3
Angry Mom,2015,16,15+,"['Kim Hee Sun', 'Ji Hyun Woo', 'Kim Yoo Jung', 'Kim Ji Soo', 'Baro', 'Kim Tae Hoon']",MBC,"['Comedy', 'School', 'Drama', 'Melodrama']","['Independent Female Lead', 'Mother-Daughter Relationship', 'High School', 'Corruption', 'Strong Female Lead', 'School Bullying', 'Double Identity', 'Sexual Harassment', 'Sexual Assault', 'Smart Female Lead', '(Vote or add tags)']",8.3
Voice 3: City of Accomplices,2019,16,15+,"['Lee  Ha Na', 'Lee Jin Wook', 'Son Eun Seo', 'Kim Woo Seok', 'Kim Joong Ki', 'Song Boo Geon']",OCN,"['Thriller', 'Mystery', 'Psychological', 'Crime']","['Strong Female Lead', 'Leadership', 'Tough Male Lead', 'Investigation', 'Secret', 'Calm Female Lead', 'Teamwork', 'Impulsive Male Lead', 'Smart Female Lead', 'Smart Male Lead', '(Vote or add tags)']",8.3
The Guardians,2017,32,15+,"['Lee Si Young', 'Kim Young Kwang', 'Kim Tae Hoon', 'Kim Seul Gi', 'Key', 'Choi Moo Sung']",MBC,"['Action', 'Thriller', 'Mystery', 'Law', 'Crime']","['Revenge', 'Strong Female Lead', 'Corruption', 'Tragic Past', 'Teamwork', 'Investigation', 'Smart Male Lead', 'Attempted Murder', 'Vigilante', 'Lying', '(Vote or add tags)']",8.3
Terius Behind Me,2018,32,15+,"['So Ji Sub', 'Jung In Sun', 'Son Ho Jun', 'Im Se Mi', 'Kim Gun Woo', 'Ok Ye Rin']",MBC,"['Action', 'Mystery', 'Comedy', 'Romance']","['Corruption', 'Strong Female Lead', 'Hidden Identity', 'Tragic Past', 'Character Development', 'Teamwork', 'Single Mother', 'Nice Male Lead', 'Spy Male Lead', 'Undercover Agent Male Lead', '(Vote or add tags)']",8.3
Confession,2019,16,15+,"['Lee Jun Ho', 'Shin Hyun Bin', 'Yoo Jae Myung', 'Nam Ki Ae', 'Yoon Gyung Ho', 'Ryu Kyung Soo']",tvN,"['Thriller', 'Mystery', 'Law', 'Drama']","['Corruption', 'Wrongfully Accused', 'Nice Male Lead', 'Bromance', 'Smart Male Lead', 'Murder', 'Illness', 'Calm Male Lead', 'Courtroom', 'Hardworking Male Lead', '(Vote or add tags)']",8.3
Hyena,2020,16,15+,"['Joo Ji Hoon', 'Kim Hye Soo', 'Lee Kyung Young', 'Kim Ho Jung', 'Song Young Kyu', 'Jun Suk Ho']","Netflix,  SBS","['Mystery', 'Comedy', 'Law', 'Romance']","['Law Firm', 'Badass Female Lead', 'Investigation', 'Love/Hate Relationship', 'Corruption', 'Deception', 'Sismance', 'Ambition', 'Sly Female Lead', 'Rivalry', '(Vote or add tags)']",8.3
WATCHER,2019,16,15+,"['Seo Kang Joon', 'Han Seok Kyu', 'Kim Hyun Joo', 'Park Joo Hee', 'Heo Sung Tae', 'Joo Jin Mo']",OCN,"['Thriller', 'Mystery', 'Drama', 'Political']","['Smart Male Lead', 'Smart Female Lead', 'Tragic Past', 'Corruption', 'Psychological', 'Secret', 'Trauma', 'Nice Male Lead', 'Badass Male Lead', 'Character Development', '(Vote or add tags)']",8.3
Touch Your Heart,2019,16,15+,"['Lee Dong Wook', 'Yoo In Na', 'Lee Sang Woo', 'Son Sung Yoon', 'Oh Jung Se', 'Shim Hyung Tak']",tvN,"['Comedy', 'Law', 'Romance', 'Drama']","['Famous Lead/Common Lead', 'Law Firm', 'Office Romance', 'Hardworking Male Lead', 'Hardworking Female Lead', 'Nice Male Lead', 'Calm Male Lead', 'Opposites Attract', 'Smart Male Lead', 'Celebrity', '(Vote or add tags)']",8.3
Suspicious Partner,2017,40,15+,"['Ji Chang Wook', 'Nam Ji Hyun', 'Choi  Tae Joon', 'Kwon Na Ra', 'Dong Ha', 'Kim Ye Won']",SBS,"['Thriller', 'Comedy', 'Law', 'Romance']","['Cohabitation', 'Nice Male Lead', 'Hardworking Female Lead', 'Smart Male Lead', 'Tragic Past', 'Nice Female Lead', 'Ex-girlfriend Comes Back', 'Steamy Kiss', 'Strong Female Lead', 'Wrongfully Accused', '(Vote or add tags)']",8.3
Team Bulldog: Off-duty Investigation,2020,12,15+,"['Cha Tae Hyun', 'Lee Sun Bin', 'Jung Sang Hoon', 'Yoon Gyung Ho', 'Ji Seung Hyun', 'Im Chul Hyung']",OCN,"['Action', 'Mystery', 'Comedy', 'Drama']","['Investigation', 'Strong Female Lead', 'Teamwork', 'Smart Female Lead', 'Multiple Mains', 'Producer', 'Eccentric Female Lead', 'Eccentric Male Lead', 'Detective Fiction', 'Detective Male Lead', '(Vote or add tags)']",8.3
Welcome 2 Life,2019,32,15+,"['Rain', 'Im Ji Yeon', 'Kwak Shi Yang', 'Seo Hye Rin', 'Park Yoon Young', 'Son Byung Ho']",MBC,"['Comedy', 'Law', 'Romance', 'Fantasy']","['Successful Male Lead', 'Smart Male Lead', 'Strong Female Lead', 'Married Couple', 'Parallel Dimension', 'Second Chance', 'Marriage', 'Father-Daughter Relationship', 'Death', 'Law Firm', '(Vote or add tags)']",8.3
Bulgasal: Immortal Souls,2021,16,15+,"['Lee Jin Wook', 'Kwon Na Ra', 'Lee Joon', 'Gong Seung Yeon', 'Jung Jin Young', 'Kim Woo Seok']","Netflix,  tvN","['Thriller', 'Mystery', 'Drama', 'Fantasy']","['Curse', 'Reincarnation', 'Revenge', 'Immortal', 'Hidden Identity', 'Found Family', 'Suspense', 'Dark Fiction', 'Powerful Male Lead', 'Grudge', '(Vote or add tags)']",8.3
Liar Game,2014,12,Not Yet Rated,"['Lee Sang Yoon', 'Kim So Eun', 'Shin Sung Rok', 'Cha Soo Yeon', 'Choi Jin Ho', 'Choi Yoon So']",tvN,"['Thriller', 'Mystery', 'Psychological', 'Drama']","['Naive Female Lead', 'Debt', 'Game Show', 'Swindler Male Lead', 'Smart Antihero', 'Genius Male Lead', 'Adapted From A Manga', 'Money-Obsession', 'Obsession', 'Suspense', '(Vote or add tags)']",8.3
Lawless Lawyer,2018,16,15+,"['Lee Joon Gi', 'Seo Yea Ji', 'Lee Hye Young', 'Choi Min Soo', 'Lee Ro Woon', 'Lee Dae Yeon']",tvN,"['Action', 'Thriller', 'Law', 'Romance']","['Smart Female Lead', 'Strong Female Lead', 'Revenge', 'Mixed Martial Arts', 'Male Chases Female First', 'Tragic Past', 'Corruption', 'Badass Female Lead', 'Teamwork', 'Calm Female Lead', '(Vote or add tags)']",8.3
Five Enough,2016,54,15+,"['Ahn Jae Wook', 'So Yoo Jin', 'Sung Hoon', 'Shin Hye Sun', 'Shim Hyung Tak', 'Shim Yi Young']",KBS2,"['Comedy', 'Romance', 'Drama', 'Melodrama']","['Motherhood', 'Divorced Couple', 'Strong Female Lead', 'Multiple Couples', 'Office Romance', 'Nice Male Lead', ""Half-brothers' Relationship"", ""Half-sisters' Relationship"", ""Stepsisters' Relationship"", ""Brothers' Relationship"", '(Vote or add tags)']",8.3
A Gentleman's Dignity,2012,20,15+,"['Jang Dong Gun', 'Kim Ha Neul', 'Kim Soo Ro', 'Kim Min Jong', 'Lee Jong Hyuk', 'Yoon Se Ah']",SBS,"['Comedy', 'Romance', 'Drama', 'Melodrama']","['Adult Romance', 'Bromance', 'Friendship', 'Age Gap [Drama Life]', 'Age Gap [Real Life]', 'Male Centered Plot', 'Dissociative Amnesia', 'Independent Female Lead', 'Mental Illness', 'Love At First Sight', '(Vote or add tags)']",8.3
Oh My Venus,2015,16,13+,"['So Ji Sub', 'Shin Min Ah', 'Jung Gyu Woon', 'Yoo In Young', 'Sung Hoon', 'Henry Lau']",KBS2,"['Comedy', 'Law', 'Romance', 'Life']","['Weight Loss', 'Makeover', 'Cohabitation', 'Body Image', 'Bromance', 'Rich Male Lead', 'Hidden Identity', 'Hardworking Male Lead', 'Hardworking Female Lead', 'Steamy Kiss', '(Vote or add tags)']",8.3
Awaken,2020,16,15+,"['Namkoong Min', 'Kim Seol Hyun', 'Lee Chung Ah', 'Yoon Sun Woo', 'Yoon Gyung Ho', 'Kim Tae Woo']",tvN,"['Thriller', 'Mystery', 'Crime', 'Fantasy']","['Tragic Past', 'Secret', 'Psychology', 'Eccentric Male Lead', 'Serial Killer', 'Special Power', 'Teamwork', 'Child Abuse', 'Hot-tempered Female Lead', 'Trauma', '(Vote or add tags)']",8.3
Missing Noir M,2015,10,15+,"['Kim Kang Woo', 'Park Hee Soon', 'Jo Bo Ah', 'Kim  Gyu Chul', 'Park So Hyun', 'Oh Soon Tae']",OCN,"['Thriller', 'Mystery', 'Drama']","['Smart Male Lead', 'Serial Killer', 'Investigation', 'Suspense', 'Calm Male Lead', 'Revenge', 'Murder', 'Suicide', 'Hacker Female Lead', 'Detective Fiction', '(Vote or add tags)']",8.3
Ghost,2012,20,Not Yet Rated,"['So Ji Sub', 'Lee Yun Hee', 'Kwak Do Won', 'Uhm Ki Joon', 'Lee Won Keun', 'Yoon  Ji Hye']",SBS,"['Thriller', 'Mystery']","['Smart Male Lead', 'Hidden Identity', 'Murder', 'Investigation', 'Corruption', 'Detective Fiction', 'Detective Male Lead', 'Police Department', 'Death', 'Suspense', '(Vote or add tags)']",8.3
Rookie Historian Goo Hae Ryung,2019,40,15+,"['Shin Se Kyung', 'Cha Eun Woo', 'Lee Ji Hoon', 'Park Ki Woong', 'Lee Ye Rim', 'Park Ji Hyun']","MBC,  Netflix","['Historical', 'Comedy', 'Romance', 'Drama']","['Joseon Dynasty', 'Sismance', 'Strong Female Lead', 'Nice Male Lead', 'Hardworking Female Lead', 'Secret', 'Calm Female Lead', 'Bad/Wrong Tag', 'Power Struggle', 'Conspiracy', '(Vote or add tags)']",8.3
D-Day,2015,20,15+,"['Kim Young Kwang', 'Jung So Min', 'Ha Seok Jin', 'Lee Kyung Young', 'Kim Hye Eun', 'Yoon Joo Hee']",jTBC,"['Romance', 'Drama', 'Medical']","['Disaster', 'Survival', 'Natural Disaster', 'Teamwork', 'Greed', 'Earthquake', 'Hardworking Male Lead', 'Secret', 'Corruption', 'Single Mother', '(Vote or add tags)']",8.3
Live Up to Your Name,2017,16,15+,"['Kim Nam Gil', 'Kim Ah Joong', 'Yoo Min Kyu', 'Moon Ga Young', 'Yoon Joo Sang', 'Uhm Hyo Sub']",tvN,"['Historical', 'Romance', 'Medical', 'Fantasy']","['Time Travel', 'Joseon Dynasty', 'Acupuncture', 'Strong Female Lead', 'Character Development', 'Trauma', 'Eccentric Male Lead', 'Tragic Past', 'Doctor Female Lead', 'Doctor Male Lead', '(Vote or add tags)']",8.3
God's Quiz: Reboot,2018,16,15+,"['Ryu Deok Hwan', 'Yoon Joo Hee', 'Park  Hyo Joo', 'Park Joon Myun', 'Kim Ki Doo', 'Kim Jae Won']",OCN,"['Mystery', 'Medical']","['Forensic Medical Examiner Male Lead', 'Detective Fiction', 'Detective Female Lead', 'Genius Male Lead', 'Height Difference', 'Human Experimentation', 'Female Antagonist', 'Hardworking Female Lead', 'Selfish Mother', 'Neuroscientist', '(Vote or add tags)']",8.3
XX,2020,10,15+,"['Ahn Hee Yeon', 'Hwang Seung Eon', 'Bae In Hyuk', 'Lee Jong Won', 'Kim Joon Kyung', 'Na Eun Saem']","MBC,  Naver TV Cast,  vLive","['Business', 'Romance', 'Life', 'Drama']","['Independent Female Lead', 'Female Centered Plot', 'Infidelity', 'Nice Male Lead', 'Betrayal', 'Bartender', 'Sismance', 'Lying', 'Web Series', 'Second Chance', '(Vote or add tags)']",8.3
Leverage,2019,16,15+,"['Lee Dong Gun', 'Jeon Hye Bin', 'Kim Sae Ron', 'Kim Kwon', 'Yeo Hoe Hyun', 'Choi Ja Hye']",TV Chosun,"['Action', 'Mystery', 'Comedy', 'Crime']","['Smart Male Lead', 'Leadership', 'Friendship', 'Street Fight', 'Corruption', 'Badass Female Lead', 'Slight Romance', 'Bad/Wrong Tag', 'Female Lead Action Scenes', 'Strong Female Lead', '(Vote or add tags)']",8.3
Queen for Seven Days,2017,20,15+,"['Park Min Young', 'Yeon Woo Jin', 'Lee Dong Gun', 'Jang Hyun Sung', 'Kang Shin Il', 'Go Bo Gyeol']",KBS2,"['Historical', 'Romance', 'Melodrama', 'Political']","['Joseon Dynasty', 'Sibling Rivalry', 'Lying', 'Revenge', 'First Love', 'Strong Female Lead', 'Love Triangle', 'Royalty', 'Jealousy', 'Rebellion', '(Vote or add tags)']",8.3
The King's Affection,2021,20,15+,"['Park Eun Bin', 'Rowoon', 'Nam Yoon Su', 'Choi Byung Chan', 'Bae Yoon Kyung', 'Jung Chae Yeon']","KBS2,  Netflix","['Historical', 'Romance', 'Drama']","['Cross-Dressing', 'Hidden Identity', 'Twins', 'First Love', 'Joseon Dynasty', 'Cold Female Lead', 'Adapted From A Manhwa', 'Gender Bender', 'Secret', 'Nice Male Lead', '(Vote or add tags)']",8.3
Into the Ring,2020,32,15+,"['Nana', 'Park Sung Hoon', 'Yoo Da In', 'Han Joon Woo', 'Ahn Nae Sang', 'Ahn Kil Kang']",KBS2,"['Comedy', 'Romance', 'Drama', 'Political']","['Eccentric Female Lead', 'Childhood Friends', 'Quirky Humour', 'Strong Female Lead', 'Hardworking Male Lead', 'Office Romance', 'Nice Male Lead', 'Aggressive Female Lead', 'Corruption', 'Sismance', '(Vote or add tags)']",8.3
Memory,2016,16,15+,"['Lee Sung Min', 'Kim Jee Soo', 'Park Jin Hee', 'Lee Jun Ho', 'Jeon Noh Min', 'Yoon So Hee']",tvN,"['Law', 'Romance', 'Life', 'Drama']","[""Alzheimer's Disease"", 'Teamwork', 'Bromance', 'Mother-Son Relationship', 'Father-Son Relationship', 'Office Romance', 'Vice President Supporting Character', 'Hardship', 'Lawyer Male Lead', 'Drinking', '(Vote or add tags)']",8.3
King2Hearts,2012,20,15+,"['Lee Seung Gi', 'Ha Ji Won', 'Jo Jung Suk', 'Yoon Je Moon', 'Lee Yoon Ji', 'Choi Kwon']",MBC,"['Military', 'Comedy', 'Romance', 'Drama']","['Royalty', 'Strong Female Lead', 'Badass Female Lead', 'Reunification Of Korea', 'Hardworking Female Lead', 'Alternate Reality', 'Power Struggle', 'Enemies To Lovers', 'North Korean', 'Soldier', '(Vote or add tags)']",8.3
A Korean Odyssey,2017,20,15+,"['Lee Seung Gi', 'Cha Seung Won', 'Oh Yeon Seo', 'Lee Hong Ki', 'Jang Gwang', 'Lee El']","Netflix,  tvN","['Horror', 'Comedy', 'Romance', 'Fantasy']","['Ghost-seeing Female Lead', 'Special Power', 'Supernatural Power', 'Deity', 'Demon', 'Steamy Kiss', 'Aggressive Male Lead', 'Ghost', 'Tough Male Lead', 'Love/Hate Relationship', '(Vote or add tags)']",8.2
What Happens to My Family?,2014,53,15+,"['Yoo Dong Geun', 'Kim Hyun Joo', 'Yoon Park', 'Park Hyung Sik', 'Kim Sang Kyung', 'Nam Ji Hyun']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Big Family', 'Disease', 'Father-Daughter Relationship', 'Father-Son Relationship', 'Sibling', 'Boss-Employee Relationship', 'Multiple Couples', 'Office Romance', 'Character Development', 'Childhood Friends', '(Vote or add tags)']",8.2
Zombie Detective,2020,24,15+,"['Choi Jin Hyuk', 'Park Ju Hyun', 'Tae Hang Ho', 'Lee Joong Ok', 'Ahn Se Ha', 'Hwang Bo Ra']",KBS2,"['Thriller', 'Mystery', 'Comedy', 'Fantasy']","['Investigation', 'Nice Male Lead', 'Strong Female Lead', 'Suspense', 'Zombies', 'Drama', 'Horror', 'Writer Female Lead', 'Detective Fiction', 'Age Gap [Drama Life]', '(Vote or add tags)']",8.2
Who Are You: School 2015,2015,16,15+,"['Kim So Hyun', 'Nam Joo Hyuk', 'Yook Sung Jae', 'Lee Pil Mo', 'Jo Soo Hyang', 'Kim Hee Jung']",KBS2,"['Mystery', 'Romance', 'Youth', 'Drama']","['School Bullying', 'School Problems', 'High School', 'Amnesia', 'Love Triangle', 'Childhood Friends', 'Secret', 'Trauma', 'Hidden Identity', 'Identical Twins', '(Vote or add tags)']",8.2
Remember: War of the Son,2015,20,15+,"['Yoo Seung Ho', 'Park Sung Woong', 'Namkoong Min', 'Park Min Young', 'Jung Hye Sung', 'Lee Won Jong']",SBS,"['Thriller', 'Mystery', 'Law', 'Romance']","['Revenge', 'Smart Male Lead', 'Psychopath', ""Alzheimer's Disease"", 'Investigation', 'Suspense', 'Hardworking Male Lead', 'Melodrama', 'Nice Male Lead', 'Older Woman/Younger Man', '(Vote or add tags)']",8.2
Love in the Moonlight,2016,18,15+,"['Park Bo Gum', 'Kim Yoo Jung', 'Jung Jin Young', 'Kwak Dong Yeon', 'Chae Soo Bin', 'Chun Ho Jin']",KBS2,"['Historical', 'Comedy', 'Romance', 'Drama']","['Cross-Dressing', 'Joseon Dynasty', 'Hidden Identity', 'First Love', 'Male Chases Female First', 'Lovers Separated', 'Opposites Attract', 'Bromance', 'Love Triangle', 'Prince Male Lead', '(Vote or add tags)']",8.2
A Beautiful Mind,2016,14,15+,"['Jang Hyuk', 'Park So Dam', 'Yoon Hyun Min', 'Park Se Young', 'Heo Joon Ho', 'Kim Jong Soo']",KBS2,"['Mystery', 'Psychological', 'Romance', 'Medical']","['Antisocial Personality Disorder', 'Eccentric Male Lead', 'Father-Son Relationship', 'Emotional Blunting', 'Serial Killer', 'Investigation', 'Workplace', 'Cold Man/Warm Woman', 'Slow Burn Romance', 'Character Development', '(Vote or add tags)']",8.2
Inspector Koo,2021,12,15+,"['Lee Young Ae', 'Kim Hye Joon', 'Kim Hae Sook', 'Kwak Sun Young', 'Jo Hyun Chul', 'Baek Sung Chul']","jTBC,  Netflix","['Action', 'Thriller', 'Mystery', 'Comedy']","['Female Antagonist', 'Eccentric Female Lead', 'Investigation', 'Investigator Female Lead', 'Investigation Team', 'Smart Female Lead', 'Alcoholic Female Lead', 'Murder', 'Tragic Past', 'Suspense', '(Vote or add tags)']",8.2
Oh My Geum Bi,2016,16,15+,"['Heo Jung Eun', 'Oh Ji Ho', 'Park Jin Hee', 'Oh Yoon Ah', 'Park Min Su', 'Kang Ji Woo']",KBS2,"['Comedy', 'Drama', 'Family', 'Melodrama']","['Father-Daughter Relationship', 'Swindler Male Lead', 'Child Female Lead', 'Innocent Female Lead', 'Disabled Female Lead', 'Selfish Male Lead', 'Terminal Care', 'Sick Female Lead', 'Selfless Female Lead', 'Kind-hearted Female Lead', '(Vote or add tags)']",8.2
Romance Is a Bonus Book,2019,16,15+,"['Lee Na Young', 'Lee Jong Suk', 'Jung Eugene', 'Wi Ha Joon', 'Kim Tae Woo', 'Kim Yoo Mi']","Netflix,  tvN","['Friendship', 'Business', 'Comedy', 'Romance']","['Friends To Lovers', 'Cohabitation', 'Workplace', 'Office Romance', 'Successful Male Lead', 'Smart Male Lead', 'Nice Male Lead', 'Soulmates', 'Slow Burn Romance', 'Childhood Friends', '(Vote or add tags)']",8.2
Voice 4: Judgment Hour,2021,14,15+,"['Lee  Ha Na', 'Song Seung Heon', 'Son Eun Seo', 'Kang Seung Yoon', 'Baek Sung Hyun', 'Kim Joong Ki']",tvN,"['Action', 'Thriller', 'Mystery', 'Crime']","['Investigation', 'Suspense', 'Animal Abuse', 'Psychological', 'Special Power', 'Perfectionist Male Lead', 'Animal Death', 'Childhood Trauma', 'PTSD', 'Strong Male Lead', '(Vote or add tags)']",8.2
School 2013,2012,16,15+,"['Lee Jong Suk', 'Kim Woo Bin', 'Choi Daniel', 'Jang Na Ra', 'Park Se Young', 'Kwak Jung Wook']",KBS2,"['Friendship', 'School', 'Youth', 'Drama']","['High School', 'Bromance', 'Student', 'School Bullying', 'Teacher Male Lead', 'School Violence', 'Classmate', 'Nice Female Lead', 'Best Friends', 'Secret', '(Vote or add tags)']",8.2
Find Me in Your Memory,2020,32,15+,"['Kim Dong Wook', 'Moon Ga Young', 'Kim Seul Gi', 'Yoon Jong Hoon', 'Jang Young Nam', 'Lee Jin Hyuk']",MBC,"['Romance', 'Drama', 'Melodrama']","['Hyperthymesia', 'Nice Female Lead', 'Female Chases Male First', 'News Anchor', 'Healing', 'Trauma', 'Pretend Relationship', 'Smart Male Lead', 'Obsession', 'PTSD', '(Vote or add tags)']",8.2
Another Miss Oh,2016,18,15+,"['Eric Mun', 'Seo Hyun Jin', 'Jeon Hye Bin', 'Ye Ji Won', 'Kim Ji Suk', 'Lee Jae Yoon']",tvN,"['Comedy', 'Romance', 'Family', 'Supernatural']","['Steamy Kiss', 'Mistaken Identity', 'Cold Man/Warm Woman', 'Precognition', 'Healing', 'Love/Hate Relationship', 'Mistake', 'Successful Male Lead', 'Hardworking Male Lead', 'Secondary Couple', '(Vote or add tags)']",8.2
Pegasus Market,2019,12,15+,"['Kim Byung Chul', 'Lee Dong Hwi', 'Jung Hye Sung', 'Choi Kwang Je', 'Jung Min Sung', 'Kang Hong Suk']",tvN,"['Business', 'Comedy', 'Drama']","['Adapted From A Webtoon', 'Eccentric Male Lead', 'Teamwork', 'Boss-Employee Relationship', 'Supermarket', 'Corruption', 'Nice Male Lead', 'Character Development', 'Tragic Past', 'Bromance', '(Vote or add tags)']",8.2
God's Quiz Season 3,2012,12,Not Yet Rated,"['Ryu Deok Hwan', 'Ahn Nae Sang', 'Choi Jung Woo', 'Han Seo Jin', 'Park Hee Bon', 'Na Yoon']",OCN,"['Mystery', 'Drama', 'Medical']","['Forensic Medical Examiner Male Lead', 'Doctor Male Lead', 'Detective Female Lead', 'Genius Male Lead', 'Attempted Assault', 'Attempted Murder', 'Attempted Suicide', 'Mental Illness', 'Slight Romance', 'Smart Female Lead', '(Vote or add tags)']",8.2
The Nokdu Flower,2019,48,15+,"['Jo Jung Suk', 'Yoon Shi Yoon', 'Han Ye Ri', 'Choi Moo Sung', 'Park Hyuk Kwon', 'Min Sung Wook']",SBS,"['Historical', 'Romance', 'War', 'Political']","['Peasant Revolution', 'Revolution', 'Strong Male Lead', 'Leadership', 'Corruption', 'Character Development', 'Joseon Dynasty', 'Badass Male Lead', 'Evil Parental Figure', 'Smart Male Lead', '(Vote or add tags)']",8.2
Kill It,2019,12,15+,"['Nana', 'Jang Ki Yong', 'Roh Jeong Eui', 'Lee Jae Won', 'Jung Hae Kyun', 'Ji  Il Joo']",OCN,"['Action', 'Thriller', 'Mystery', 'Drama']","['Murder', 'Hidden Identity', 'Calm Male Lead', 'Badass Male Lead', 'Strong Male Lead', 'Strong Female Lead', 'Hidden Past', 'Suspense', 'Skilled Killer', 'Veterinarian', '(Vote or add tags)']",8.2
